Document ID,cluster_size,overall_stance_on_mandatory_federal_role,stance_on_nist_as_standards_body,supports_mandatory_pre_deployment_eval,supports_incident_reporting_regime,supports_liability_safe_harbor,emphasizes_innovation_or_compliance_cost,top_3_themes,specific_recommendations,notable_evidence_or_examples,tone,quality,evidence_excerpt
NIST-2025-0035-0094,1,mixed,supportive,unclear,unclear,unclear,no,transparency_documentation;data_provenance;human_oversight,1. Recognize process attestation as a distinct AI agent security control category. 2. Coordinate with IETF RATS working group on evidence formats. 3. Support standardized model identity schemes (analogous to SBOM entries). 4. Develop reference implementations and conformance test suites for process attestation in AI-assisted workflows.,"draft-condrey-rats-pop-protocol-06 (PoP protocol); RFC 9334 (IETF RATS); C2PA; arXiv:2601.17280 (keystroke-based AI detection attacks); open-source witnessd (Rust, SLSA Level 3); WGA 2023 MBA; NIH/NSF/SEC/SOX disclosure requirements.",technical,substantive,"there is currently no standardized mechanism to cryptographically distinguish human-authored content from AI-agent-generated content within the same document, creating accountability, integrity, and auditability failures"
NIST-2025-0035-0095,1,supportive,supportive,conditional,yes,unclear,no,human_oversight;transparency_documentation;identity_authentication,"1) Expand AI RMF to include ""Optimization Environment"" risk category. 2) Adopt CEH-RI metric for monitoring agent commerce. 3) Establish fiduciary standards for AI agent platforms. 4) Require minimum evaluation diversity in automated commercial decisions. 5) Develop interoperable DID/VC infrastructure profiles for agent ecosystems. 6) Implement mandatory reporting thresholds aligned to capture-risk bands.","3,554,000 Monte Carlo simulation evaluations; 25/27 hypotheses validated (92.6%); MCP optimization delivers 5.7× more influence than content-level optimization; 91% of exploitation techniques operate within current legal boundaries; Cohen's d of +0.23 (33% pricing premium).",mixed,substantive,The findings indicate that 91% of identified exploitation techniques operate within current legal boundaries.
NIST-2025-0035-0096,1,supportive,supportive,yes,unclear,unclear,no,human_oversight;transparency_documentation;agent_autonomy,"R1: Mandatory human authorization for high-impact/irreversible agent actions. R2: Standardized audit log schema with tamper-evidence. R3: Task-scoped, time-bounded, revocable least-privilege with enforced permission inheritance limits. R4: Provenance/instruction lineage across agent chains. R5: Disclosure and escalation for agent-initiated third-party interactions. R6: Sector-specific addenda for insurance, healthcare, financial services.",Oakminer deploys autonomous agent system processing insurance claims across 100+ countries for a multinational insurer; reduced claim turnaround from 5 days to 8 minutes; 82% of cases decided without human intervention; currently operating in side-by-side human review mode.,mixed,substantive,"It is comparable to privileged access management in enterprise
security a structural safeguard that limits the blast radius of any single point of failure, whether that
failure is an adversarial attack, an ambiguous instruction, or a model making a plausible but
incorrect inference."
NIST-2025-0035-0078,1,unclear,supportive,unclear,unclear,unclear,no,pre_deployment_evaluation;human_oversight;agent_autonomy,"NIST should adopt structural (architectural) rather than behavioral assessment methods for AI agent security; use testable failure modes (filter, recovery, coherence, witness failure) as assessment criteria; recognize identity contamination as a distinct threat class requiring architectural exclusion, not post-hoc correction.","U.S. Provisional Patent #63/958,542; DOI: 10.5281/zenodo.18370506 (v1), 10.5281/zenodo.18560683 (v2), 10.5281/zenodo.18390137; Verilog hardware simulation: 18,800x speedup, 6/6 alignment, 12/12 anti-hallucination tests passed, 0% identity contamination vs 41.67% baseline.",technical,substantive,Current assessment methods for AI agent security rely primarily on behavioral testing—probing outputs for undesirable behavior. This is analogous to testing a bridge by driving trucks over it rather than analyzing its structural engineering.
NIST-2025-0035-0098,1,mixed,supportive,conditional,unclear,unclear,no,human_oversight;identity_authentication;sandboxing_isolation,"Develop standardized evaluation criteria for agent trustworthiness; create secure architecture patterns for autonomous systems; establish continuous monitoring frameworks treating AI behavior as a measurable security domain; incorporate agent-specific control families addressing autonomy governance, decision accountability, and operational containment into compliance frameworks.","Over a decade of experience supporting federal cybersecurity programs; references NIST RMF (NIST 800-37), NIST 800-61 for incident response; eMASS, STIG, SCAP compliance experience cited as past performance.",mixed,substantive,"Traditional security controls must evolve to include behavioral monitoring, constrained execution environments, strong identity verification for agent-to-system interactions, and continuous validation of decision outputs against defined policy boundaries."
NIST-2025-0035-0099,1,mixed,supportive,conditional,yes,unclear,yes,transparency_documentation;data_provenance;incident_reporting,"1) Establish ""Open Audit Infrastructure"" grant program for open-source AI audit tooling. 2) Fund open standards for AI provenance aligned with W3C PROV. 3) Federal procurement incentives for audit-ready systems. 4) Sponsor reference implementations for healthcare, cybersecurity, benefits. 5) Build national AI incident corpus using auditable infrastructure.","VectaDB (Apache 2.0, github.com/robertowilliams/VectaDB): open-source audit-first database combining vector similarity search, graph provenance traversal, and ontology-based typed constraints. Technical paper published Jan. 2026.",mixed,substantive,This approach supports compliance and safety while avoiding unnecessarily burdensome requirements for AI innovation.
NIST-2025-0035-0100,1,supportive,supportive,yes,unclear,unclear,no,human_oversight;agent_autonomy;pre_deployment_evaluation,"1. Name the architectural requirement for a documented, enforceable interception point between model output and tool execution. 2. Map existing SP 800-53 controls (AC-3, AC-4, AC-6, CP-9, AU-2/AU-3) to AI agent security. 3. Mandate pre-execution authority verification as a standard enforcement layer. 4. Require default-deny postures for unclassified agent actions. 5. Establish standards for human escalation routing for high-risk tool calls. 6. Address delegated authority verification in multi-ag","Agent Gate (Apache 2.0, GitHub): open-source pre-execution authority layer with 219 passing tests across 8 test suites; compliance mappings to SP 800-53, AI RMF, ISO 42001, OMB M-24-10; integration tests against real MCP servers. Analogy to nuclear PALs (Permissive Action Links).",mixed,substantive,"the space between an AI agent's proposed tool call and the client's execution of that tool call is unmonitored and unenforced in most deployments. Content guardrails address what models say, but no standard addresses what agents do."
NIST-2025-0035-0101,1,supportive,supportive,conditional,unclear,unclear,yes,agent_autonomy;human_oversight;transparency_documentation,"NIST should establish baseline security standards for AI agents before large-scale deployment; create standardized security assessment frameworks defining what 'adequately secure' means for AI agents; develop measurement methodologies for robustness to prompt injection, behavioral consistency, and auditability.","By 2024, indirect prompt injection demonstrated in real deployed systems including email assistants, coding agents, and customer service platforms. By 2025, multi-stage stateful hijacking attacks demonstrated. AI & Partners product experience in enterprise governance tooling cited.",mixed,substantive,"Without NIST or
equivalent guidance establishing what 'adequately secure' means for an AI agent, security and legal
teams default to prohibition rather than risk management."
NIST-2025-0035-0102,1,mixed,supportive,conditional,unclear,unclear,no,human_oversight;agent_autonomy;pre_deployment_evaluation,"Implement pre-action policy evaluation layer between agent decision and action execution; enforce action scope limits; apply rate limiting/volume caps; require human approval gates for consequential actions; add checkpoint requirements for multi-step chains; establish escalation paths for policy violations. Reference NIST AI RMF, SP 800-53, CSF 2.0, ISO 42001.","Direct deployment experience in healthcare, financial services, enterprise software. Timeline: 2024 (experimental risk), 2025 (deployment risk), 2026 (operational risk). Platforms cited: OpenAI, Anthropic, Google. Model Context Protocol noted as standardized attack surface.",mixed,substantive,The most effective technical control we have implemented and observed in practice is pre-action policy evaluation — a systematic check between the agent's decision to act and the execution of the action.
NIST-2025-0035-0103,1,mixed,supportive,conditional,unclear,unclear,no,agent_autonomy;human_oversight;identity_authentication,"1) Block agentic browsers from LMS environments by default via fingerprinting/extension detection. 2) Require persistent, non-resettable guardrails for high-risk actions. 3) Classify agentic AI as enterprise security risk. 4) Develop sector-specific guidance for education (FERPA, GLBA). 5) Promote AI literacy for faculty/students. 6) Coordinate IAM standards across browser vendors, LMS providers, identity platforms.","CUAHarm benchmark: frontier computer-using agents complete harmful tasks at rates up to 59%. Controlled university experiment: agentic browser bypassed guardrails by clearing chat history; faculty observed agentic tools grading/posting feedback under professor's name, bypassing Duo 2FA. MCP (Model C",mixed,substantive,"a guardrail bypassed by clearing chat history is not a guardrail. Third, governance: institutions should classify agentic AI as an enterprise-level security risk, integrating it into information security governance, incident response, and vendor assessment processes."
